Datetime,btc,eth,bnb,usdt,ada,dot,xrp,ltc,link,bch,xlm,usdc,uni,doge,wbtc,okb,atom,xem,sol,aave,cro,eos,xmr,bsv,ht,trx,miota,theta,luna,neo,snx,vet,xtz,ftt,dai,dash,grt,busd,cdai,AVAX,ksm,mkr,ceth,fil,egld,cel,leo,comp,sushi,dcr,cusdc,cake,zks,vgx,ftm,rvn,zec,etc,zil,uma,yfi,nexo,rune,zrx,hbtc,ren,mdx,near,icx,stx,waves,amp,iost,hbar,btt,xsushi,renbtc,chsb,pax,algo,dgb,ont,matic,bat,nano,lrc,husd,omg,bnt,ust,npxs,xvs,btmx,hot,zen,qtum,sc,btg,crv,flow
2020-07-17,168496782960.90,26142878196.67,2536635434.46,9880260498.40,3922040766.81,,8697735762.46,2735828797.29,3199948811.15,4141554384.90,2070326232.98,1105670919.58,,376069212.99,0.00,1431333592.47,763591386.99,403022412.06,17274473.46,,2583953232.27,2356401825.23,1191700942.15,3220308664.23,975602682.59,1136043096.51,670760934.64,234267835.48,98992371.52,754414436.50,337311020.96,1157959739.33,2222216384.33,295662251.03,201961616.27,655561188.78,,166877140.91,889786242.01,,62110271.89,399532253.85,238125245.29,,,137994002.23,1142348448.78,477246774.99,,180637962.00,425098597.55,,,14395767.52,24428201.96,130527585.74,567924397.47,702181131.96,198748442.59,89091062.29,,106517449.57,72435796.78,280381860.08,,142249963.86,,,213266955.81,107459642.40,135884828.72,,87805619.97,185432267.71,81281980.07,,15433533.21,87925099.70,230238502.08,283527740.22,264190836.08,464075656.82,78191657.53,385918122.23,130717063.48,142184703.42,108583547.85,207460451.28,99507333.69,,48956858.23,,28582026.53,132498694.41,71778579.79,221843611.01,149629028.29,158729874.93,,
2020-07-18,168760444137.05,26015174195.37,2523851243.12,9880407857.12,3815026554.45,,8705421339.11,2726277217.67,3159609187.94,4113982451.11,2128617089.24,1105525121.13,,384482519.55,0.00,1424627479.33,786371681.39,404798132.47,20917439.76,,2593250123.63,2348645983.61,1192931725.15,3191897108.54,971642374.20,1135931155.29,669671690.32,241548143.05,110589445.95,747562207.39,366600235.04,1169988297.86,2279021089.18,291877930.83,210379200.86,657630102.92,,172030610.60,925923741.49,,68824881.65,405414051.23,235977767.74,,,146176887.22,1161091562.74,519876009.48,,178406819.00,384939666.58,,,15580028.72,29111594.54,133519545.30,571765441.00,701488661.48,199586983.67,100322398.53,1597832.72,111311833.06,85816640.20,278545233.46,,154341567.76,,,216828230.63,115476986.71,146574905.61,,89564429.46,188438524.02,79927063.29,,15926429.87,88636969.73,231544023.15,281039977.32,277660327.84,480018045.36,79198940.38,395159722.17,131728438.55,154695304.33,106897098.25,209159740.18,98719606.77,,47877474.23,,28599876.82,127951276.02,70928294.17,246151239.44,147853595.72,155781640.46,,
2020-07-19,169031588403.37,26352655621.67,2534108968.22,9884364193.47,3816714933.18,,8938710463.14,2760933544.57,3042601493.91,4148425213.78,2064868424.93,1123580301.19,,441694537.24,0.00,1440208665.66,832010012.28,473869877.24,20602905.14,,2646557723.15,2353408163.63,1205187447.06,3206563196.42,974415230.92,1153594024.71,664262431.71,248391370.79,114370171.23,743615405.35,373328909.95,1168097862.06,2159415863.13,290553923.80,212167294.68,654243374.60,,174497501.89,873041266.67,,70456871.78,410124909.66,240060027.66,,,150661887.73,1144430262.07,504494524.87,,182294450.84,370763478.78,,,16213628.77,29023383.88,133468561.50,568063275.55,703768447.89,197682199.77,100716560.39,1597832.72,109911198.49,84706273.13,294062321.61,,153008390.32,,,215324253.79,114291128.33,146987756.66,,88696375.09,190636961.13,82290092.29,,14538603.24,91578002.90,235761038.09,284293007.43,271012961.36,486806723.05,80265392.33,400013645.32,131702346.79,161221091.48,116048338.46,221898919.63,110318923.69,,47560765.76,,29138112.39,124390837.56,71420129.63,242689861.90,154535604.14,157864216.19,,
2020-07-20,169692625141.80,26715274452.48,2665508175.61,9913964260.40,3863193163.45,,8937948631.52,2776927288.39,3081749408.60,4213274552.93,2042230549.35,1124222591.97,,425081838.33,0.00,1438123998.61,796869555.53,457949375.96,19624140.86,,2645423118.31,2427899996.80,1214357535.17,3189600782.40,980729111.05,1160720849.54,689571147.22,240951450.73,143069125.30,750519473.26,369204357.56,1161166963.92,2139019263.03,290421042.09,221183785.59,661809071.98,,184816830.80,754982226.00,,80068254.58,420747609.85,250023239.25,,,149397058.66,1123892300.20,503762734.71,,180411276.07,342456888.24,,,15727477.12,29997516.86,133316233.34,563027721.26,709331299.84,196851249.58,100137843.52,5724673.31,108810825.16,84209390.89,294796842.28,,161848671.02,,,233913672.39,111536098.03,145949768.16,,90597208.41,191257405.42,82813521.93,,12655033.89,90511184.51,235945272.21,313979298.44,265469893.63,478602331.32,79430031.55,406906124.58,135583524.26,158679492.91,116541407.97,218101457.05,109507611.77,,47883749.76,,29002419.12,128260157.48,77561789.79,240393461.93,151284948.74,158257423.49,,
2020-07-21,168936986921.47,26401433618.62,2585027026.47,9913573514.91,3663508639.98,,8723579266.39,2733539273.03,2775929287.53,4114125338.78,1935797614.68,1109330262.80,,405839356.53,0.00,1441763010.76,738703008.70,442400858.29,18811046.94,,2593524261.90,2409969550.05,1222630214.12,3125394339.08,985247773.21,1137189741.00,694902242.31,237301162.77,148582465.76,734073815.33,425106117.66,1039747711.68,1986938228.02,286695827.85,220578968.86,652136957.39,,172769793.84,628402377.18,,78845372.78,407178706.46,262042184.04,,,145040956.72,1145920307.89,490439102.16,,180587905.00,259281145.69,,,18187695.87,39690260.05,136335597.79,549145791.54,703282336.35,190536864.56,111793578.75,9727076.07,108746791.27,94551488.57,278556976.69,,145961049.01,,,223132573.03,111062447.34,159641596.20,,89311190.69,195343866.39,81551302.67,,11397594.03,85204733.57,237025858.69,289346570.73,282602431.22,464441030.42,81904623.98,384654784.31,135119486.63,148271027.50,112050443.32,228647857.45,105113042.55,,48103450.70,,36514651.19,125331402.28,77392681.44,228059222.83,149979032.64,157953619.14,,
2020-07-22,173036757675.67,27404691587.94,2623383923.43,9921658839.98,3820997387.14,,8912758866.81,2846823097.37,2786436293.34,4242864583.22,1968812942.47,1117656662.44,,414595539.23,0.00,1450906539.23,758583997.10,449513973.37,20859692.48,,2633631756.68,2463599981.95,1231320940.69,3304506311.26,991001826.22,1166039245.98,736836285.73,238395741.83,137245540.56,787658281.00,385446408.66,1128129751.74,2153849097.50,295921294.70,222782669.19,670908465.60,,183117112.46,614614817.09,,72545562.02,412975951.67,274527229.04,,,154485782.48,1150900472.89,493327026.20,,182324964.06,265570180.95,,,20456836.36,36965252.79,135883567.26,600139394.90,717909129.90,198279306.18,111909967.13,10293438.28,109292722.73,94765741.85,280161982.44,,141612360.49,,,227510811.15,124255895.62,166031120.04,,91299486.12,197909130.26,83094122.75,,10607771.13,84702766.49,238606052.69,277834757.61,278124993.91,467529763.19,79505613.81,386518622.76,133686279.93,145878178.75,116144892.38,231159811.64,102810810.93,,48566384.44,,35271330.55,136340222.88,77098760.89,241408469.65,146586862.85,164420440.50,,
2020-07-23,175370017196.68,29528105819.95,2659506640.39,10016213022.28,3853629978.66,,9117327614.13,2929165057.00,2859176249.65,4412427810.53,1987665061.91,1117412376.31,,412054060.24,0.00,1490609828.84,762019163.52,458452918.24,23288212.44,,2686150491.14,2501274150.78,1257150647.63,3391607253.66,1008333162.48,1187513997.16,770921170.46,254427228.92,161189049.77,818798717.13,383586491.56,1119883993.47,2230591914.73,297950763.36,224399095.18,690564611.50,,185252192.81,593315206.29,,80896835.70,449001201.28,275909122.80,,,156061375.80,1150884329.22,488519532.93,,187881379.70,269715154.54,,,25084984.40,36667842.71,135790317.44,618741414.11,739438793.55,206027392.38,127887079.39,18908035.22,111135222.20,94684591.29,280131014.49,,148795190.19,,,231970492.61,130102080.80,167229607.08,,94880005.93,201470277.30,84046454.29,,10691271.30,82812156.02,239965412.57,278097401.03,294773157.18,475628816.32,79551222.56,391613143.98,138437427.34,146746934.62,117420080.72,242242099.77,104599485.97,,48990239.46,,38788915.57,138405343.32,77455927.81,244767783.97,147342894.16,166705533.14,,
2020-07-24,176821599773.57,30714049723.17,2760438295.96,10062892351.35,3859668619.34,,9317240501.25,2923190249.44,3004457032.54,4396774536.17,2004708579.20,1111666685.43,,413572228.78,0.00,1542309874.27,755296100.00,449958467.14,23621340.97,,2691666306.84,2495682532.05,1288905115.37,3409304276.25,1010478653.87,1181872818.79,772649261.79,258031076.75,166355283.73,805812992.52,364501385.99,1115736422.13,2273299508.99,297987224.19,260784026.34,692742692.42,,176486039.55,570184570.14,,112518972.70,476775440.30,282725859.34,,,156693960.21,1159022394.71,486204081.94,,186674983.88,211297627.18,,,21924998.27,35148742.20,134931090.72,612851279.18,748714011.21,216241739.29,153754789.89,36024669.34,112470602.03,94266523.86,275483524.62,,141842635.33,,,226688105.95,126240897.06,158968354.87,,93507268.22,208828001.79,83135940.58,,10424641.88,81524025.15,243741692.42,263244538.49,329588287.62,457686172.36,79073246.91,391525668.65,135311801.74,148930180.21,118807187.60,236673809.65,98176546.12,,48618817.94,,36870155.73,140079704.54,82987596.63,241203191.23,143412872.67,164696406.45,,
2020-07-25,175865705417.73,31236557399.19,2834374931.40,10162563057.57,3795362719.23,,9164825016.58,2875112865.95,2837037520.55,4343237395.58,1958690606.04,1109062844.00,,404728572.06,0.00,1495703580.28,723850830.07,454251337.14,22240716.38,,2696815446.21,2440739851.13,1264179232.15,3311974960.39,980298581.99,1189804641.95,741478978.97,251164425.55,161133296.47,782319480.52,366672039.09,1095602077.81,2169221870.06,295607268.09,285136546.81,680488630.96,,177697011.11,660956574.18,,104960254.23,465253728.90,292549763.21,,,150987861.81,1155230687.87,480611709.40,,180113464.56,218676034.98,,,30405097.32,35257297.27,133326733.89,608281790.79,728488664.27,203554632.85,185802071.13,74828273.64,116432215.87,107309009.94,271604936.71,,133929844.01,,,220933898.40,131228855.43,155941949.59,,90439819.21,211438028.21,82554106.93,,10080368.52,75990122.47,246220655.84,251157488.30,326151211.95,446008647.28,77293389.30,383017556.37,131841173.53,139900614.66,124075173.05,227652950.39,85588160.28,,48200040.44,,37201784.01,139553031.21,90379292.27,235004230.85,141123200.74,162788232.38,,
2020-07-26,178740874539.50,34136825749.96,2935074481.76,10213180914.18,4470685732.50,,9607904717.30,3189841628.76,2929743392.73,4625660341.94,2052031238.31,1106484357.67,,410561866.68,0.00,1540570609.28,744227650.99,456989998.07,27986367.37,,2769600546.18,2567411459.25,1297724758.01,3477801377.78,1000079979.64,1237888425.82,766149547.54,259451262.78,163595051.60,815995352.77,396080580.84,1166739251.07,2198979995.96,301551090.03,254444724.59,705736804.58,,177591187.67,706529276.82,,105245778.67,476538326.23,320071570.91,,,153850327.45,1186588315.73,482864350.13,,182710137.16,202696858.50,,,33617489.50,33898892.27,135644035.17,634521570.04,778232073.19,205146146.01,217317071.86,92823684.77,126674663.52,95039235.57,275888558.26,,138655591.48,,,222472802.00,135190011.22,152541480.56,,91842133.26,211765507.22,82519583.05,,11822478.05,81245465.71,245703659.55,255959553.12,339553934.57,453346455.47,77973731.67,391069488.85,131558688.53,137350725.44,130843345.26,230779794.30,91409397.30,,46107140.02,,36782751.66,138158672.15,87436697.78,246330357.95,140771160.95,165387494.09,,
2020-07-27,183064851468.00,34754323492.17,2885760248.06,10216671823.88,4627376307.44,,9655192377.36,3134354911.97,2868281339.65,4572203786.64,2024594926.70,1166058591.65,,406154075.02,0.00,1594536547.45,724550496.91,446191839.01,35745817.79,,2841553293.51,2552639976.59,1377227956.22,3523194682.31,1002518256.29,1226576774.73,747138567.90,250620015.40,178742978.51,818232603.89,343458929.28,1128654383.56,2143478257.77,292968531.31,276975318.10,711297294.51,,171712304.29,1008560582.50,,100267403.83,469052321.81,302788578.96,,,147791359.82,1190782783.61,489904063.59,,176046819.70,270453148.59,,,32763221.53,35344023.82,137281060.47,638361336.79,770998050.21,198269223.94,220343293.04,92461280.31,126561975.44,87438747.85,270708597.10,,134793896.98,,,215735732.88,131951775.88,152664863.04,,90315653.92,202903124.92,82579973.67,,13742095.28,78302925.61,251466210.37,258685560.99,324938617.71,451765482.52,77572999.05,378374830.48,127472656.27,129499664.82,130210850.74,227903955.26,93832931.75,,51031571.94,,36917184.06,134553255.28,89234790.81,241756598.58,140012227.76,168878070.07,,
2020-07-28,202191797991.41,35873239729.41,2910698837.69,10163253369.56,4286659873.67,,10031095202.67,3447293805.87,2699792788.60,4961479749.52,1928148308.82,1168067160.19,,392352069.92,0.00,1626111841.62,686107081.32,442217076.48,41165009.83,,3044153641.51,2671865912.96,1379218081.26,3825417253.38,1033649979.67,1234193882.53,754526952.96,241273596.97,171046324.14,814712404.80,315826469.26,1001551925.01,2024621192.84,320980981.74,287337611.24,731089810.76,,159953801.65,1123421039.48,,85670227.82,459720239.49,319230482.51,,,146735974.08,1228070594.53,423452804.97,,176425675.99,273571710.50,,,41128500.66,30155082.18,130163519.98,687241156.89,827023631.13,186652510.65,218241000.13,88395689.23,126581779.42,75022894.23,257045840.08,,133343585.53,,,205370696.85,111068973.90,147240275.88,,82693357.22,198237060.23,79368390.95,,17188726.63,74677434.35,252159770.57,231546143.00,309350925.09,437184309.92,74255355.29,366982186.35,123199388.49,121285412.88,132149684.15,220492106.49,88193106.92,,45632048.12,,38257875.24,131021697.47,83264975.44,237639892.05,133076473.02,178441804.46,,
2020-07-29,201144184191.07,35422047874.02,2981283364.29,10472196877.00,4603937359.10,,10311201250.05,3632060672.05,2749421747.33,5358225121.22,1987723907.49,1167917744.07,,401849911.39,0.00,1640793173.66,714699398.89,455333594.37,41629008.98,,2944587278.82,2830162457.74,1433481363.29,4013769812.83,1038165846.36,1263497875.15,754678018.87,250955571.11,159154365.95,826542938.97,370114092.40,1022893251.93,2037852527.25,312944690.87,301443469.61,753693462.69,,148171121.09,1218868415.58,,90688279.90,464987149.57,311176349.63,,,142622955.71,1227561768.83,428106408.00,,179830599.95,271002808.18,,,43162027.83,31334574.00,135361032.63,684763260.58,839511498.50,197160511.29,210705824.65,105310193.86,131830842.70,88270934.62,268738005.01,,150302393.94,,,212300748.85,119896032.11,149594792.18,,87878194.03,209657370.01,81523161.04,,19855028.36,79693881.35,252741715.65,250373500.11,317976022.27,446921042.84,76815547.85,373622343.58,126965736.57,136060615.11,131243736.10,221327197.88,97263474.02,,46171964.99,,37287761.54,138455384.22,80624294.67,243562436.77,138457761.27,184366566.44,,
2020-07-30,204969785090.68,35553131948.95,2937168739.56,10617855493.54,4338588502.70,,10884642645.43,3596742704.76,2712234237.48,5312342954.74,1950450556.75,1165546374.28,,398101909.34,0.00,1620954344.96,691361534.04,460755824.12,40210662.87,,3014362491.62,2843875484.21,1396099949.17,3932814907.75,1039911142.91,1275237978.75,793167363.71,248151301.11,148490494.73,823675304.52,361894874.82,1003012916.25,1992679030.78,312556799.01,330149282.99,769083644.50,,151346727.26,1135427610.61,,89741590.89,492908539.19,317807580.57,,,144813537.98,1221443188.09,420146413.59,,179639425.77,252190690.87,,,37615297.92,30749392.76,133696993.63,700282153.13,843194601.76,195683271.18,209192015.58,133823474.83,130103981.98,88883135.33,270508848.08,,142781961.65,,,210489354.57,119956061.38,149956203.55,,86302091.35,215674900.10,81421304.55,,21635728.83,79327737.92,252796196.24,247688303.62,313101360.29,438567506.47,75981580.74,367132694.91,125124689.82,126617688.30,133602241.70,222017099.25,96427939.84,,47627415.87,,38083811.82,136135082.95,77930952.33,241408703.02,140854275.42,180910803.36,,
2020-07-31,205200775318.22,37564052087.12,2965551533.56,10707864336.47,4394189964.58,,11025956249.09,3720848462.36,2846198715.50,5413462737.75,1984620425.13,1145335232.30,,406372448.38,0.00,1634209638.23,709174557.82,461533239.26,41117076.72,,3006618142.03,2883694378.16,1435596513.58,3981299154.07,1035584175.39,1280196561.26,839349084.43,257548688.84,144679825.79,834850034.22,396686000.69,1115510632.23,2022888196.92,313044177.87,347418058.42,770909050.13,,146879255.55,965493950.30,,87849074.39,512517429.51,352435884.94,,,144935211.24,1226207721.14,420196873.48,,183229722.94,185633016.70,,,39896706.63,33613012.63,136768925.33,688944266.72,860278023.66,202886894.92,218753783.72,130742067.04,129223486.71,86320736.83,273069573.36,,142174489.04,,,208345032.59,122117307.54,153657558.56,,86861032.42,210839841.67,81588992.07,,22430850.46,77608863.03,250513745.06,267966933.00,338232919.00,450117425.87,76564889.11,368967682.98,124806522.20,128204103.54,130631503.64,223016108.08,110886935.46,,49027084.72,,38186657.56,135357855.12,78868576.78,243931961.51,139951298.90,177979587.83,,
2020-08-01,208933774575.15,38794882275.39,3060607052.38,10778488966.59,4329088644.23,,11629863144.26,3787764747.17,2972451669.84,5559662054.17,1982030589.64,1079713381.63,,402780720.33,0.00,1637371616.38,722355972.81,465101109.28,37711209.17,,3056610308.59,2908386597.70,1490725451.12,4266390455.68,1029478404.48,1300902580.39,831292366.92,268697171.74,130639372.69,852679001.68,431238561.90,1112643723.48,2035409549.91,321308154.03,370563791.73,779486034.58,,159038861.02,930056803.67,,85766106.11,503147257.69,354328893.38,,,148161718.90,1232067400.60,425290754.59,,180575438.56,161954580.48,,,37076695.96,32207505.52,138353460.45,726753763.25,858616052.06,200094471.52,224927067.08,123514550.92,129993157.01,81138123.25,272502285.01,,139091949.04,,,208754520.29,132924197.07,151989485.81,,88470572.15,218422818.21,81293433.40,,23340153.62,78788114.55,253432518.72,261329569.08,325108425.52,452479849.25,76294710.37,376212289.94,123873576.47,121353728.56,134892456.20,221777641.75,109458786.34,,48312788.15,,38065334.63,137301204.68,77512432.57,247278436.31,134578350.90,183255948.00,,
2020-08-02,217741425308.63,43411673380.48,3199992932.00,10941249518.54,4529471957.02,,13102382209.08,4027095204.25,3215221484.71,5919914872.57,2211128283.23,1087114065.77,,467039121.40,0.00,1749752197.44,773528943.94,497551979.29,37591996.35,,3228880334.01,3113331267.13,1583867445.28,4571467116.03,1112016917.33,1359946661.99,875326861.56,313903971.75,120701406.60,946076800.26,418554467.44,1115138018.53,2193289730.14,328429711.17,368973993.63,884610212.00,,152225450.33,951100077.66,,89253715.84,535870038.54,417590546.86,,,165944974.10,1243658140.89,436654889.16,,201416817.42,188780817.07,,,33294566.91,31310102.08,149543854.82,903240095.64,915396860.79,207186813.73,229910744.63,115642867.38,127311040.52,78537755.51,286211234.37,,143357924.44,,,212754739.35,130569400.00,156969818.43,,91094528.01,236616253.47,84398059.01,,26061492.79,77991988.62,256467182.14,262998868.90,366709907.85,478941648.08,78568099.10,384889262.19,132255965.50,125700502.10,137748865.52,232178297.57,115503850.75,,48651584.77,,43101265.20,145954619.34,85226519.83,272836590.92,146570719.38,191452895.51,,
2020-08-03,204126077224.65,41469942047.79,3086470430.67,11062349221.83,4156096583.67,,12840645689.04,3693744461.26,3155955646.05,5250145785.14,2104229771.86,1097449796.97,,420429350.21,0.00,1592563294.93,732497040.36,485196563.20,42382004.44,,3044082195.45,2763517146.05,1501218989.81,4017345021.29,1044944843.89,1257390414.57,799118431.47,280216390.25,137676515.80,859711586.16,474707612.51,1038893822.42,2065944463.19,313758443.91,369885939.63,802692876.00,,161253781.83,1004427102.80,,86411984.56,512299139.51,409723877.29,,,159475233.22,1243263907.71,404212042.12,,184583611.12,167757733.34,,,38317133.84,31507146.36,138548993.44,815649735.70,831753888.89,197169966.42,234004176.92,121252456.29,125578632.16,83769456.90,269872573.91,,161845646.43,,,208236048.64,132087525.37,159705757.90,,81605091.07,221496487.73,81136056.12,,25212251.57,73229615.32,252247745.07,242303258.02,337436941.71,437858938.97,75058359.31,361105635.83,130151312.12,147463954.00,126622437.27,221431687.19,120864642.30,,47075459.61,,43800800.05,136784111.59,81201682.20,246623114.34,141292935.62,176843185.26,,
2020-08-04,207218525401.75,43272376856.19,3239321258.88,11118634671.41,4248409546.87,,13884633781.74,3807022171.91,3497366820.06,5474412937.51,2151075788.01,1084969022.87,,425536506.20,0.00,1660021388.01,727699918.85,502804464.71,43879557.43,,3033580448.25,2865505087.41,1574638869.96,4235431152.35,1110456634.90,1311257725.36,835041074.13,287712452.00,139939257.28,871113662.57,465556169.65,1069883186.50,2193675065.71,331431427.22,385394038.35,827984914.63,,157319959.17,1100325044.79,,92288639.62,534758535.19,400612336.05,,,154332968.26,1246835233.92,401869913.98,,197309039.07,175696392.44,,,37461140.56,32390001.06,140150449.27,801848169.96,830302690.39,194488827.50,232025996.14,114483744.34,125411685.70,84005366.28,272555434.53,,187430442.13,,,208676876.23,136142255.19,168615765.85,,82962635.38,220559561.89,82800894.37,,24815098.66,77555411.25,252057102.59,248091809.41,353033823.67,444239647.17,76731329.13,372525441.96,134999151.51,147894494.57,129775034.15,220186248.49,128275892.33,,48473538.09,,50315361.36,138708717.20,85149318.88,268205832.30,138523165.34,183217999.19,,
2020-08-05,206583502227.56,43787281284.32,3293276431.14,11182209134.55,4454678918.05,,13462388683.52,3750740585.55,3755259718.42,5336664512.08,2253481844.13,1082620640.86,,444138455.13,0.00,1670972165.32,949392998.19,495376130.84,46368816.31,,2918608317.63,2858868609.61,1540578247.59,4166700745.75,1135071215.26,1345452538.01,852057755.95,330519476.99,139817854.70,885511249.22,508346333.24,1198348720.93,2323152771.01,326316709.77,386659620.04,822298217.21,,159427281.69,1105684018.57,,84555609.90,526655540.82,413277400.02,,,153063011.33,1243731479.38,418337421.08,,192756478.05,177673750.36,,,44410527.49,33352334.73,142058270.35,823560424.14,829163374.11,203987103.85,230763791.54,110868095.79,132142034.02,93448483.85,282772193.89,,180615677.06,,,220161126.87,145367074.94,164070285.04,,84281158.70,216692414.24,82094346.99,,24725789.57,77007378.28,251694482.08,262153440.19,350246382.79,448725273.12,77436284.48,388160559.28,132929351.42,158892856.18,127133678.87,222685743.45,129739071.04,,47504355.21,,53431446.73,140066357.28,86745333.40,292039296.86,141985571.68,179586354.01,,
2020-08-06,216249264843.70,44844619093.02,3438061584.40,11252929576.20,4435057025.44,,13565668791.00,3832937432.85,3651335265.24,5423892798.13,2209601513.90,1080663525.10,,440880176.56,0.00,1707777371.26,987083917.20,503064316.19,43050611.46,,3041954622.81,2872082950.28,1592298708.03,4287630773.72,1145966769.72,1347041137.65,848166218.53,313597881.32,145725038.34,907096526.46,496089303.95,1209529912.21,2239050752.08,337801333.33,389543205.61,871811887.90,,162843471.82,1126101862.51,,89091673.47,535586563.14,420755737.24,,,143898638.67,1243905821.46,432170766.16,,195967863.48,174579336.37,,,43184115.90,38753879.11,153857494.33,947398621.07,840048258.58,217929323.05,232577904.98,123939741.49,102208538.45,103181085.08,284042774.53,,196324099.16,,,218359312.83,141471335.52,163681053.72,,84150513.19,218413174.63,82623850.73,,28907623.94,78271548.05,257265051.88,268070974.53,350526339.50,453583503.25,80720622.76,382398807.38,135385231.93,155101143.30,135687656.18,223075525.09,160446937.34,,47191032.75,,57921976.18,138856606.77,89300342.40,284471938.24,142951304.01,183183518.02,,
2020-08-07,217128467890.11,44217734699.10,3370982469.60,11334228793.94,4463508629.81,,13609846976.87,3855607230.72,3890112622.65,5706700189.44,2183675284.63,1093371177.33,,446347339.18,0.00,1697420964.55,994499291.99,556585552.08,57169342.31,,3028208220.40,2910886334.48,1701394504.87,4357582317.44,1132188850.56,1344914188.81,874975836.13,317488814.67,148957488.54,914455062.04,510551031.53,1265197720.73,2341308845.94,331658088.82,380719415.75,950630671.44,,163287877.51,1127891615.53,,110561139.01,528861689.97,415510784.59,,,142282676.54,1254021908.44,434723290.84,,194651452.02,171477494.46,,,46052337.94,39145165.67,153812009.45,942430496.77,827468360.91,222704885.27,232878696.79,145661395.55,102556594.67,107712788.69,296489265.85,,203073178.83,,,218495732.90,156486285.24,170695716.23,,84948909.55,223025132.71,89644731.21,,29923396.50,78958024.39,264627757.61,292336829.95,370347104.61,453736684.27,81651632.19,384794813.93,138054482.77,155891083.72,139674931.70,225524386.87,168023052.25,,48753911.04,,56026216.25,141293754.23,92099301.41,283393045.84,144398398.74,184100113.81,,
2020-08-08,213579066889.25,42541561650.30,3278820417.38,11495140100.00,4327356442.59,,13200238136.08,3722322393.63,3823508786.89,5575058427.00,2116778966.49,1108253404.18,,437682076.25,0.00,1640068965.15,951509877.41,564635676.76,54969359.87,,3013433982.19,2836575941.36,1656997393.41,4169734515.40,1094596442.54,1312532913.43,883443136.69,307686488.29,143879404.88,906724801.61,492869929.50,1201209759.59,2226107320.85,320613714.53,384611513.90,926079098.28,,165299045.23,1100953525.48,,104629306.21,522795075.36,393148602.34,,,139063186.89,1251545441.99,490118945.24,,189893914.76,163807498.25,,,52068622.44,40251767.59,148196198.44,919792211.10,799353517.20,242300250.61,230502331.40,128040526.99,92896762.63,107427005.92,280508015.39,,199418714.39,,,212056100.72,161208161.58,178259247.25,,88293375.39,219361265.91,85212680.48,,29753859.24,80632985.88,261770775.09,292878035.66,366821195.76,445877017.36,80133715.89,375732921.52,135902199.46,149259771.22,138531930.85,219515138.41,156395999.57,,48259356.41,,52349287.50,149891136.56,94951022.11,271287509.88,142079782.32,179665712.99,,
2020-08-09,216526346494.08,43821378072.90,3378074822.84,11578515768.95,4530579889.77,,13179779923.54,3771235366.12,4876472411.04,5583698600.55,2111760992.95,1147426899.59,,440037972.97,0.00,1653397481.85,1047626611.27,562194840.66,65401183.63,,3117538102.96,2863549972.66,1673249571.15,4206524088.52,1098704856.21,1346716202.88,913235952.40,327510319.59,157773555.63,919179198.92,498243136.30,1322167449.82,2434508263.96,326095347.42,383999249.12,940911270.79,,178780270.92,1137517270.86,,110588676.55,527050174.66,396137051.92,,,141243725.99,1257013135.03,479668945.12,,193353936.12,183943200.30,,,52625828.34,42520271.25,151207927.63,938809687.02,799503020.51,288483161.02,233508848.38,132824039.22,95451544.04,120426486.69,299326697.41,,190463378.36,,,220926431.98,179821039.42,181741893.59,,92445799.38,225712587.39,92506985.67,,29334649.15,78993422.08,260609029.58,363352672.14,386297343.45,460127138.40,85627199.79,387073066.43,138741493.93,160480852.30,138067244.80,224580482.35,171592763.75,,51971105.83,,55715253.04,151993950.00,104379802.33,281293234.81,143482764.56,180448422.03,,
2020-08-10,215621627427.59,43682388559.82,3315615444.53,11650317901.94,4508250823.99,,12903150357.64,3713202504.89,5295742522.50,5522955200.16,2153458801.55,1146087515.75,,435018819.25,0.00,1622596698.33,1244048477.76,565871921.73,71020175.15,,3126450427.33,2837952032.82,1638665249.18,4111856539.94,1099177171.01,1351206041.06,959121587.39,320834838.71,185924573.93,915305848.81,487785443.85,1403011086.64,2654507036.26,322567159.73,383463405.41,938907508.13,,180206590.12,1130614844.34,,123133970.39,536012263.24,389987765.91,,,134755343.52,1245495645.51,539978268.81,,194676209.33,191561265.86,,,48860939.42,44149288.44,154203827.22,898645136.08,797775446.84,277131163.76,237097533.16,122873620.59,94244070.66,140964342.27,312210332.22,,194865988.68,,,236952266.89,185969611.57,195103607.40,,92647799.00,226359277.38,89597769.09,,29826048.33,81045782.43,262025278.72,341482343.24,392471606.49,507024182.29,85197027.28,399784596.82,140470319.46,173149759.70,138920390.06,239302056.79,162063664.98,,49299312.22,,54348718.59,148784986.73,101361679.81,278438398.97,144565084.60,179773113.30,,
