Datetime,btc,eth,usdt,ada,dot,xrp,bnb,ltc,bch,link,xlm,doge,usdc,uni,wbtc,aave,atom,bsv,eos,xmr,trx,snx,miota,xtz,vet,xem,theta,neo,AVAX,grt,egld,dash,luna,sol,ceth,fil,sushi,mkr,okb,ht,comp,dai,cel,cro,cdai,ftt,zec,etc,ksm,busd,zil,cusdc,uma,dcr,leo,amp,yfi,zrx,near,waves,algo,dgb,hbtc,hbar,icx,ont,rune,nexo,lrc,omg,renbtc,nano,bat,chsb,ren,vgx,cake,btt,pax,qtum,stx,crv,rvn,iost,zen,sc,rsr,matic,qnt,husd,enj,1inch,ewt,bal,btg,lsk,ftm,flow,ampl,nxm
2021-01-17,35725.82,1227.30,1.00,0.37,17.22,0.28,43.03,142.74,479.96,20.67,0.30,0.01,1.00,8.57,35742.20,189.35,8.50,200.76,2.75,155.33,0.03,15.51,0.42,2.89,0.03,0.22,2.03,23.20,13.26,0.46,37.08,123.72,0.79,3.54,24.55,24.18,7.12,1469.89,6.08,5.23,212.41,1.00,4.74,0.08,0.02,9.44,103.00,7.64,99.51,1.00,0.07,0.02,10.21,56.83,1.39,0.01,34434.80,0.55,2.60,6.68,0.52,0.03,35584.32,0.06,0.66,0.65,1.93,0.65,0.39,3.60,35585.23,3.40,0.27,0.30,0.59,1.09,0.65,0.00,1.00,3.05,0.48,1.46,0.02,0.02,24.43,0.00,0.04,0.03,18.28,1.00,0.24,1.84,8.85,19.35,12.41,1.36,0.03,,0.89,47.05
2021-01-18,36025.45,1227.42,1.00,0.37,17.22,0.28,45.39,143.89,484.41,22.11,0.30,0.01,1.00,9.14,36046.37,187.87,8.98,203.95,2.77,154.53,0.03,15.22,0.45,3.00,0.03,0.23,2.02,25.62,13.20,0.60,39.32,124.81,0.80,3.89,24.60,24.03,7.21,1432.74,6.56,5.43,226.59,1.00,4.59,0.08,0.02,10.37,103.09,7.66,112.72,1.00,0.08,0.02,10.53,55.93,1.39,0.01,37783.76,0.60,2.44,7.59,0.56,0.03,35982.80,0.06,0.71,0.70,1.99,0.64,0.41,4.07,36015.92,3.55,0.28,0.30,0.61,1.18,0.72,0.00,1.00,3.25,0.49,1.59,0.02,0.02,31.37,0.00,0.04,0.04,18.65,1.00,0.24,1.90,9.50,21.42,12.45,1.38,0.03,,0.95,47.08
2021-01-19,36813.79,1377.59,1.00,0.37,16.82,0.30,45.07,159.02,523.49,21.61,0.31,0.01,1.00,9.15,36806.42,202.66,9.35,209.31,2.85,155.93,0.03,15.76,0.48,3.00,0.03,0.24,2.05,27.06,12.70,0.55,39.14,129.30,0.92,3.82,27.63,23.54,7.28,1446.47,6.43,6.02,226.60,1.00,4.75,0.08,0.02,10.91,106.16,8.02,105.44,1.00,0.08,0.02,12.05,55.25,1.39,0.01,37207.19,0.57,2.36,7.53,0.55,0.03,37026.23,0.06,0.73,0.69,2.10,0.69,0.45,4.03,36730.24,3.60,0.28,0.31,0.61,1.14,0.75,0.00,1.00,3.27,0.49,1.47,0.02,0.02,29.88,0.01,0.05,0.04,19.62,1.00,0.34,1.91,9.75,23.77,12.80,1.41,0.03,,1.18,52.51
2021-01-20,35240.37,1334.13,1.00,0.36,15.89,0.29,41.89,147.34,494.48,20.53,0.29,0.01,1.00,8.45,35204.18,187.38,8.72,198.62,2.75,152.13,0.03,15.06,0.46,2.84,0.03,0.23,1.98,25.56,12.01,0.52,37.79,119.83,0.91,3.61,26.78,22.45,6.61,1370.66,6.06,5.67,210.64,1.00,4.59,0.08,0.02,10.25,98.37,7.75,99.79,1.00,0.07,0.02,11.15,56.21,1.40,0.01,33606.28,0.53,2.37,7.04,0.52,0.03,35211.24,0.09,0.70,0.63,1.95,0.70,0.44,3.73,35116.18,3.37,0.27,0.30,0.70,1.07,0.72,0.00,1.00,3.15,0.50,1.39,0.02,0.02,29.57,0.00,0.04,0.03,19.28,1.00,0.42,1.81,9.00,21.64,12.23,1.41,0.03,,1.04,51.13
2021-01-21,32912.60,1259.35,1.00,0.35,16.52,0.29,40.50,136.86,454.24,20.01,0.28,0.01,1.00,8.20,32691.89,175.02,8.14,188.84,2.65,142.69,0.03,14.04,0.46,2.66,0.03,0.22,1.94,24.07,12.12,0.50,37.82,108.24,0.85,3.43,25.00,21.96,6.41,1288.98,6.29,5.46,190.43,1.00,4.28,0.08,0.02,9.61,90.66,7.50,99.93,1.00,0.07,0.02,11.22,53.04,1.39,0.01,31007.62,0.51,2.31,6.72,0.50,0.03,33154.96,0.10,0.77,0.58,1.81,0.69,0.41,3.46,33296.07,3.11,0.26,0.29,0.69,0.96,0.74,0.00,1.00,2.95,0.48,1.59,0.02,0.02,29.49,0.00,0.04,0.03,17.85,1.00,0.37,1.73,8.20,20.43,11.28,1.38,0.03,,0.95,47.96
2021-01-22,31666.95,1189.85,1.00,0.33,16.60,0.27,40.08,138.76,431.32,20.63,0.27,0.01,1.00,8.32,31775.79,183.53,7.64,178.73,2.61,133.90,0.03,13.56,0.45,2.87,0.03,0.21,1.87,23.22,12.05,0.47,37.49,101.92,0.83,3.19,23.79,22.20,6.53,1232.41,5.86,5.20,198.03,1.00,4.32,0.07,0.02,9.39,85.19,7.22,99.44,1.00,0.07,0.02,11.75,50.12,1.39,0.01,30858.92,0.49,2.26,6.16,0.49,0.02,31910.48,0.10,0.72,0.56,1.96,0.67,0.39,3.32,31738.78,3.07,0.30,0.29,0.65,0.98,0.76,0.00,1.00,2.80,0.48,1.94,0.02,0.02,27.80,0.00,0.04,0.03,17.78,1.00,0.36,1.73,7.71,19.28,10.50,1.31,0.03,,0.94,45.84
2021-01-23,32359.35,1246.47,1.00,0.35,17.60,0.27,40.71,139.10,432.53,23.88,0.27,0.01,1.00,9.07,32442.97,201.87,8.38,173.82,2.65,137.84,0.03,14.61,0.46,3.22,0.03,0.22,1.96,24.51,13.00,0.53,37.29,105.52,0.84,3.49,24.88,22.84,7.16,1398.81,5.90,5.66,207.33,1.00,4.90,0.07,0.02,9.80,86.77,7.45,107.49,1.00,0.07,0.02,11.47,51.35,1.33,0.01,30674.45,0.52,2.41,6.58,0.53,0.02,32173.45,0.09,0.72,0.59,2.37,0.69,0.41,3.45,32452.58,3.20,0.34,0.30,0.63,1.00,0.94,0.00,1.00,3.02,0.48,2.18,0.02,0.02,27.74,0.00,0.04,0.03,19.09,1.00,0.42,1.91,7.87,20.60,10.77,1.35,0.03,,0.98,48.96
2021-01-24,32129.51,1321.54,1.00,0.35,18.10,0.27,41.29,138.58,433.69,24.20,0.27,0.01,1.00,10.23,32133.78,237.70,8.40,174.01,2.73,139.15,0.03,16.33,0.46,3.15,0.03,0.22,1.95,24.82,12.82,0.56,37.83,106.80,0.87,3.62,26.54,22.85,7.76,1430.19,5.91,5.75,218.72,1.00,4.87,0.07,0.02,10.00,88.33,7.54,106.98,1.00,0.07,0.02,11.45,50.70,1.37,0.01,31930.27,0.56,2.52,6.79,0.56,0.03,32438.45,0.09,0.76,0.62,2.48,0.71,0.41,3.65,32120.41,3.21,0.32,0.30,0.63,0.96,1.13,0.00,1.00,3.78,0.49,2.17,0.02,0.02,27.48,0.00,0.04,0.03,19.71,1.00,0.41,2.15,8.25,21.30,10.95,1.37,0.05,,1.00,52.23
2021-01-25,33350.73,1412.35,1.00,0.36,18.13,0.28,42.40,143.31,450.54,24.56,0.27,0.01,1.00,11.93,33393.94,261.82,8.26,176.62,2.72,139.81,0.03,17.22,0.46,3.10,0.03,0.22,2.05,24.79,12.68,0.56,47.14,108.36,0.91,3.59,28.24,22.77,8.27,1444.10,5.90,5.80,243.33,1.00,5.17,0.07,0.02,10.49,91.28,7.77,102.74,1.00,0.07,0.02,11.61,52.87,1.36,0.01,31776.14,0.55,2.52,7.09,0.60,0.03,33393.65,0.09,0.84,0.61,2.46,0.72,0.44,3.63,33317.70,3.37,0.32,0.31,0.61,0.94,1.17,0.00,1.00,3.48,0.49,2.17,0.02,0.02,34.16,0.00,0.04,0.03,20.94,1.00,0.41,2.52,8.53,22.99,11.18,1.36,0.06,,1.10,54.72
2021-01-26,32080.30,1332.16,1.00,0.34,17.06,0.27,41.11,135.19,427.72,22.90,0.26,0.01,1.00,12.62,32070.95,258.69,7.71,173.99,2.62,137.59,0.03,15.84,0.43,2.88,0.03,0.23,2.23,23.22,12.01,0.52,48.52,104.05,0.91,3.86,26.56,22.30,7.70,1376.79,5.64,5.61,220.85,1.00,5.01,0.07,0.02,9.84,87.00,7.37,98.64,1.00,0.07,0.02,10.80,57.72,1.32,0.01,29622.42,0.52,2.29,6.71,0.56,0.02,31967.58,0.09,0.87,0.58,2.37,0.72,0.41,3.43,31965.94,3.19,0.30,0.31,0.57,0.96,1.14,0.00,1.00,3.34,0.47,2.02,0.02,0.02,33.07,0.00,0.04,0.04,20.64,1.00,0.42,2.40,7.88,21.25,10.58,1.30,0.05,,1.03,51.24
2021-01-27,31269.41,1286.05,1.00,0.33,15.88,0.26,41.01,126.84,398.13,21.64,0.25,0.01,1.00,13.80,31301.95,271.85,7.28,164.97,2.56,131.94,0.03,16.01,0.41,2.78,0.03,0.24,2.07,21.79,11.56,0.50,47.82,98.99,1.16,3.75,25.76,21.61,7.43,1367.80,5.40,5.56,225.66,1.00,4.80,0.07,0.02,9.73,83.05,7.08,96.24,1.00,0.06,0.02,10.31,57.04,1.38,0.01,28521.72,0.55,2.12,6.29,0.56,0.02,31343.05,0.08,0.82,0.55,2.34,0.72,0.42,3.26,31332.94,3.01,0.29,0.40,0.56,0.98,1.24,0.00,1.00,3.25,0.45,1.91,0.02,0.02,30.66,0.00,0.03,0.04,21.52,1.00,0.39,2.48,7.73,19.89,10.06,1.25,0.08,8.48,1.02,49.58
2021-01-28,31487.96,1300.20,1.00,0.33,16.77,0.26,42.18,129.79,392.55,23.49,0.25,0.01,1.00,14.52,31374.58,288.10,7.62,165.88,2.58,129.53,0.03,16.01,0.41,2.96,0.03,0.23,2.02,22.37,11.79,0.53,58.17,100.72,1.46,3.79,26.16,21.84,7.52,1390.67,5.46,5.65,237.22,1.00,4.80,0.07,0.02,9.88,82.06,7.24,107.89,1.00,0.07,0.02,10.23,58.21,1.31,0.01,28897.11,0.61,2.22,6.37,0.56,0.02,31475.64,0.09,0.82,0.56,2.79,0.75,0.42,3.29,31397.45,3.01,0.31,0.49,0.57,1.04,1.47,0.00,1.00,3.26,0.44,1.92,0.02,0.02,35.07,0.00,0.03,0.04,23.20,1.00,0.37,3.12,7.79,20.18,10.07,1.27,0.09,7.21,1.02,49.92
2021-01-29,34779.04,1353.81,1.00,0.35,16.85,0.28,42.70,136.13,410.76,23.13,0.31,0.05,1.00,14.78,34517.48,290.78,7.96,173.51,2.73,139.61,0.03,16.37,0.41,2.92,0.03,0.23,2.03,22.70,11.83,0.56,57.89,104.75,1.54,3.75,27.08,22.14,8.11,1404.23,5.44,5.96,245.82,1.00,5.03,0.07,0.02,11.80,86.19,7.70,105.49,1.00,0.07,0.02,10.53,60.15,1.31,0.01,29754.40,0.60,2.16,6.43,0.57,0.03,34777.01,0.09,0.82,0.58,3.22,0.75,0.45,3.55,34428.42,3.91,0.30,0.58,0.57,1.69,1.47,0.00,1.00,3.35,0.44,1.94,0.02,0.02,34.11,0.01,0.03,0.04,30.47,1.00,0.36,3.00,7.67,24.13,10.85,1.33,0.15,6.51,0.98,52.02
2021-01-30,34151.23,1356.10,1.00,0.35,16.57,0.31,43.66,132.24,404.88,22.70,0.29,0.03,1.00,15.42,33991.90,292.29,7.98,175.91,2.74,138.98,0.03,16.94,0.41,2.89,0.03,0.23,2.01,22.34,11.79,0.58,67.56,103.16,1.47,3.89,27.19,22.17,9.36,1427.28,5.49,6.11,310.96,1.00,4.91,0.07,0.02,11.45,84.06,7.53,103.42,1.00,0.07,0.02,10.58,63.67,1.40,0.01,29676.45,0.60,2.15,6.38,0.65,0.03,34128.23,0.08,0.77,0.57,3.78,0.77,0.48,3.45,33955.71,3.80,0.31,0.56,0.57,2.31,1.52,0.00,1.00,3.24,0.43,2.02,0.03,0.02,34.24,0.01,0.03,0.04,29.47,1.00,0.34,3.77,7.45,25.57,10.87,1.30,0.13,6.53,0.98,52.25
2021-01-31,33569.78,1343.99,1.00,0.35,16.48,0.45,44.11,130.52,403.41,22.91,0.32,0.03,1.00,18.78,33563.02,304.71,8.17,177.39,2.90,137.03,0.03,18.50,0.42,2.87,0.03,0.23,1.99,22.30,12.69,0.71,65.74,103.23,1.43,4.35,26.99,22.16,10.26,1497.86,5.42,6.53,318.79,1.00,4.75,0.06,0.02,11.34,84.45,7.45,101.76,1.00,0.07,0.02,11.17,62.72,1.40,0.01,31113.02,0.68,2.25,6.67,0.65,0.03,33741.89,0.08,0.75,0.58,3.74,0.82,0.52,3.48,33587.37,3.57,0.31,0.56,0.61,2.92,1.80,0.00,1.00,3.31,0.43,2.55,0.02,0.02,36.33,0.01,0.04,0.04,30.44,1.00,0.34,5.03,7.29,26.56,10.65,1.30,0.12,9.33,1.11,51.83
2021-02-01,33588.90,1314.69,1.00,0.35,15.99,0.48,47.20,130.38,407.20,22.29,0.32,0.04,1.00,17.86,33652.59,295.78,8.10,177.98,3.03,140.69,0.03,17.26,0.41,2.84,0.03,0.25,1.92,22.59,12.89,0.81,63.38,103.03,1.53,4.24,26.37,22.38,10.61,1466.63,5.82,6.62,350.15,1.00,4.73,0.06,0.02,11.31,86.62,7.44,98.42,1.00,0.07,0.02,11.02,65.55,1.40,0.01,30079.78,0.67,2.19,6.70,0.64,0.03,33675.18,0.08,0.71,0.58,3.62,0.84,0.49,3.67,33561.33,3.42,0.30,0.57,0.60,2.71,2.33,0.00,1.00,3.36,0.43,2.43,0.02,0.02,36.18,0.01,0.03,0.04,31.28,1.00,0.33,4.76,7.43,26.85,10.64,1.34,0.11,11.36,1.24,50.63
