Datetime,btc,eth,usdt,ada,dot,xrp,bnb,ltc,link,bch,xlm,usdc,doge,wbtc,uni,aave,atom,bsv,eos,xmr,trx,snx,miota,xtz,xem,theta,vet,neo,AVAX,grt,dash,luna,egld,sol,ceth,fil,okb,mkr,ht,sushi,dai,cel,cro,comp,cdai,ftt,zec,etc,busd,ksm,zil,cusdc,uma,dcr,leo,amp,yfi,zrx,near,waves,algo,hbtc,dgb,icx,nexo,hbar,rune,ont,lrc,renbtc,omg,chsb,nano,bat,vgx,ren,cake,btt,pax,qtum,crv,stx,rvn,iost,zen,sc,qnt,rsr,husd,matic,btg,ewt,enj,1inch,lsk,bal,nxm,flow,ampl,ftm
2021-01-11,643251246121.56,123440040179.40,24371465166.54,8486264920.79,7666757240.01,12834824002.24,5737171352.53,9426867227.42,5793158133.74,9183082673.97,5516156361.61,4763786096.48,1125136030.87,3834587396.03,1155326180.59,1349657259.47,1350426670.68,3656537443.86,2609121083.92,2772241615.60,2101539937.78,1701208942.18,1032940704.28,1813260796.32,1881383424.24,1721927885.40,1541781143.95,1610694750.74,477456669.56,358310820.77,1251135870.40,381740667.48,586712600.08,791167228.72,1059457134.02,975164645.48,1689771819.49,1188507996.15,975836889.98,505490340.18,1370322057.20,1876428013.56,1507991230.47,687520576.42,940892748.81,749281224.61,958275245.06,875206734.93,1101604015.50,591830885.15,727600945.56,871665997.44,458195477.03,632356576.18,1297253590.65,0.00,902932560.58,337792928.95,397400985.10,572237415.90,332764843.70,615047376.65,376786424.02,335256469.14,326051587.51,285619758.83,285027698.03,454274515.92,388227005.49,447106539.84,440309488.83,252923660.14,363860116.61,338523371.67,109685053.71,314006617.88,48440859.52,230222973.84,481719749.99,296944591.33,120054879.90,402745649.85,116230548.79,161008056.37,242385376.41,194740186.92,184223646.60,351950883.52,288352282.09,129125807.87,205415149.10,209912097.53,147737923.77,86537219.75,177790187.85,173039087.99,280333273.66,,242837582.33,55750322.64
2021-01-12,653007883888.91,124762458730.08,24312830567.55,9038639570.73,7915269601.68,13503884971.58,5739159308.65,9196204021.04,5838669517.49,8816376558.97,6327652033.47,4779500233.86,1079479620.76,3870676711.04,1151876410.29,1470861768.05,1384131078.31,3545036881.70,2539374438.60,2912012024.37,2088208830.07,1944446671.04,1023870601.05,1773480037.25,1934155862.19,1892419693.89,1542409935.99,1607728509.39,592389055.43,351543840.54,1245931417.04,370648440.28,551760659.15,887111420.43,1088672525.00,961486925.05,1719306788.50,1350168839.25,963756715.62,533344510.22,1368491065.96,1860093699.92,1505624339.45,792400375.66,937763640.92,778707029.75,1069125400.39,844606376.00,1065734559.22,584646550.82,739610725.54,879771365.24,472857489.17,648403943.99,1295561660.97,0.00,913694198.23,324573107.34,381446804.55,579199470.07,330943848.58,625015270.24,358832795.66,346991945.55,311534644.43,310786414.48,293752764.91,443275274.87,410027674.20,464130038.06,428554397.81,275540756.22,462291504.60,347920641.56,135985734.05,329148256.76,48616548.72,235165926.61,451240971.98,293864505.87,115871731.78,455349520.78,118435786.23,197219287.63,290719373.68,194381921.92,222752758.45,366286833.21,250626536.12,130560334.38,227842731.70,211246294.50,156268155.03,90122356.22,179228132.02,172808247.54,277181147.33,,242094886.53,57312341.39
2021-01-13,643398830662.20,122112995537.57,24296988925.55,9032134221.37,8686758835.40,13592874501.80,5681850067.10,9102817341.04,5844510167.45,8870958525.82,6412560842.64,4772037966.93,1042854925.63,3826242678.52,1239682786.05,1674423286.09,1412268504.48,3840726172.25,2551760360.21,2872588012.32,2094249572.16,2079877570.29,1096709606.93,1787146915.31,1923929621.68,1925179990.12,1557424649.26,1552343964.14,595530437.35,352042260.35,1287731779.24,397119616.47,554517633.81,906147639.75,1064763271.80,959670356.23,1721098706.00,1332079630.62,957012360.19,578977393.14,1357072486.23,1820574059.76,1520821044.75,864274682.47,943888538.52,760013799.05,1136631671.09,846968667.59,1060922606.76,603280057.80,734957752.59,883925185.32,470198634.79,613438754.74,1293737386.71,0.00,917075845.69,358598044.19,388536219.13,626944457.20,337333170.50,617760689.39,362700030.98,341005764.42,324101484.15,337845887.95,359530592.88,439737007.09,427871105.78,443291726.64,441782918.62,277754222.38,444733838.81,353455490.11,154120289.65,339468022.47,51535409.69,234712279.80,442078237.65,292221360.93,121057745.30,458768963.89,127107922.62,215782848.19,271756826.89,193362373.22,222639098.24,350609831.20,240578773.32,132060493.94,233855389.57,206039679.28,157170596.72,98171588.90,180163271.27,175002215.92,274599715.16,,239189671.58,59064182.62
2021-01-14,713409135471.85,133120538476.58,24272628062.64,9690498653.25,11311925185.62,13491593548.82,6053626701.56,9816398106.89,6403979272.58,9352768430.04,6618413135.06,4782850507.33,1104960455.61,4241308844.38,1390211053.76,1763075277.81,1519287949.33,3956764562.82,2627275654.11,2968376396.84,2157915007.89,2098191848.02,1158605846.56,1877237008.85,2032350962.90,2095165539.67,1680163353.88,1619667403.48,665464755.16,415406200.53,1322137582.52,407042826.45,624599592.93,890519471.19,1232997762.67,969868080.52,1723289697.91,1383988886.75,986870647.22,685469060.92,1393052738.89,1930563357.67,1652255025.54,880507891.80,1051285134.35,844425457.52,1210201999.74,884066010.00,1074107016.95,735339122.19,800081794.21,905707589.53,500726985.55,707814647.30,1296990992.52,0.00,989218342.32,372111598.33,430317743.92,630480829.01,356764986.23,682146983.12,388891955.72,356599598.04,341685660.75,380576975.92,413399191.61,467436490.72,509265787.36,492841370.55,457389619.30,292279332.94,462167676.30,364714818.28,189441230.25,396095858.35,57254480.89,236235296.89,455768568.18,299604683.68,131915270.20,503810307.00,129858401.36,257595725.17,277925921.15,208665804.31,248385902.26,377284284.58,255388761.06,147442074.91,238196733.63,224270064.78,168696942.90,118550603.78,193716264.95,190334658.16,297877365.29,,260647471.07,61025462.18
2021-01-15,705769173701.89,138488670642.76,24213693580.93,9693436436.21,13134425486.22,13208343245.35,6084911363.66,9883073144.70,7373385341.18,9396267426.75,6515809965.16,4825300733.34,1205754618.05,4216924590.62,1509783603.22,1879828856.79,1838187711.92,3920485835.95,2618804616.44,2893309813.80,2145506821.13,2037402563.19,1167305248.42,1983317640.69,1959758836.76,2102532459.77,1640751157.43,1634194845.58,708400804.90,416241608.83,1288255620.39,393272751.98,632580430.24,870271481.58,1304129501.77,963332731.20,1643811486.65,1396084207.83,992691963.99,773219189.32,1415498678.34,1965998476.78,1657466534.04,850348044.27,1035828056.26,850034854.27,1144373437.86,890865227.95,1096194445.35,738820383.91,780977236.97,921536133.63,511919184.11,713148175.82,1302915173.72,0.00,950642821.49,374106808.39,460276640.24,639351741.91,374081062.19,677254730.01,378644715.43,351238633.99,380257895.24,362475601.74,426701738.12,489270818.81,487948136.35,499537944.04,476660185.54,284593301.09,442186547.52,363750828.93,259745759.03,445170154.04,57528672.85,234787668.00,448789454.54,308442486.44,180467766.95,462239922.28,128567076.54,371808776.62,260417995.20,203356680.51,239771064.16,372051611.82,248624487.32,160532040.88,231487628.07,221776152.15,168459186.28,122722189.07,187579354.03,190848332.42,312039138.01,,248040529.76,64002696.25
2021-01-16,689668151277.01,138764168123.18,24296640771.86,10484721491.67,15089686613.43,12871744688.83,6257922473.52,9657229547.83,8779882247.05,9230523734.67,6463523966.05,4991786536.13,1192209712.36,4088057510.64,1669605476.09,2284038574.38,2004093778.13,3868987243.16,2660844118.68,2808904412.07,2187139175.19,2260936225.74,1217853603.57,2230366012.11,1964511721.87,2090940749.74,1738098370.71,1684340756.97,808057318.92,502127526.32,1254594408.09,384313373.69,641028341.55,899798026.62,1394030498.68,974623017.10,1660118746.24,1378455973.94,1000325323.47,858192367.16,1332813709.40,1871913042.14,1725113067.36,879656377.30,784815066.44,848030905.98,1131622785.54,896630189.79,1152966873.38,811794148.38,821785684.22,1388963721.18,549880546.60,734877597.95,1292644409.31,0.00,997524795.15,402367369.69,523716359.96,660370058.49,416007801.77,665279424.88,383226111.79,380509547.64,386945891.40,401257042.62,449794774.87,534467439.33,490139098.39,494116171.85,513864653.37,281059831.33,437785689.17,403877349.62,277905345.76,472952872.94,61106821.16,236171001.18,435117019.37,319513490.34,220233035.07,453761350.43,133918089.14,428910520.80,265556299.26,211648511.25,237044983.93,382541148.00,255299375.92,168428121.00,227366460.50,278149111.23,178727596.21,141336347.74,195461745.96,212387443.25,308183335.61,,243504413.81,72635147.09
2021-01-17,664116758727.44,140578807399.39,24332160043.06,11606632650.15,16373615263.71,12635942730.91,6397236686.08,9464140628.60,8267914319.10,8931017615.55,6625551444.99,5075335785.70,1168449105.99,3960517508.95,1842871081.23,2323214393.43,2029409542.18,3742381123.35,2614776398.55,2762368390.05,2163401348.59,2171135513.85,1167562150.20,2191412318.70,1983409570.72,2027066317.97,1738990267.40,1640336651.11,1021311967.28,565690739.15,1225442300.40,382479317.25,629825362.59,926625110.98,1399237650.74,1080080470.39,1649328130.20,1325496341.28,1009421326.01,907499347.31,1373109977.50,1815021251.96,1785153076.61,879371698.44,801550025.55,848518147.93,1102468595.18,889196088.64,1157055407.30,892682021.75,852011972.03,1398384189.19,568750258.30,709926139.89,1345420764.40,0.00,1035091163.45,415206483.87,664434759.68,666569597.65,421224113.29,638128676.31,372663056.09,382062853.65,362806724.71,403262672.07,443177935.02,520768582.00,483957741.18,464810825.85,505365221.75,277537047.20,451094064.53,394751743.54,242557184.47,522389544.54,63595552.94,234492915.36,465798455.94,313651627.68,280404220.31,444424999.46,129169147.98,353531784.85,260490577.67,208805496.87,226493728.97,376973756.43,271112140.08,160129636.61,217652456.29,289221788.37,220175520.44,178246821.85,195505848.69,209407163.00,315743059.05,,242259327.46,72179457.40
2021-01-18,670624909389.63,140232770602.36,24367227152.26,11650702361.31,16378548123.06,12750152246.47,6693755579.58,9535322964.09,8878114370.36,9017708410.01,6607905539.15,5087790041.56,1167871254.37,3994541393.01,1957359290.51,2309041728.16,2138717476.49,3798907870.40,2634301204.60,2754919612.77,2204223624.29,2130406408.04,1240890684.77,2265673083.09,2032034645.50,2019286124.99,1862223770.48,1799650789.12,1013551133.29,745086007.92,1236806109.00,388718932.47,667039637.53,1020663746.18,1385586551.86,1069987057.62,1777548617.02,1292248648.34,1049892295.34,913477835.48,1381462405.89,1763462993.95,1821554832.87,938427900.36,822278098.87,929860772.58,1102243273.78,890960559.49,1157663688.50,1012143953.44,879645209.41,1401299878.46,584600979.51,700291356.68,1342602158.12,0.00,1134564101.67,446819114.38,628775671.99,757200244.86,454328842.68,644510443.67,375145259.11,410877914.38,359827130.13,412751401.91,458070657.88,561299851.82,510430770.51,473657693.56,569292888.34,281201812.16,472728600.88,420662424.00,260527299.94,536757794.15,70809279.94,237926058.64,468668740.74,336424322.23,304824259.66,451809128.28,146571434.00,366299817.94,334391042.79,215551393.53,232574971.41,397172442.51,278213730.91,173860867.39,218131170.86,312280786.44,223012323.88,182426915.80,197047843.11,232073068.18,316830285.62,,258882373.60,75454378.20
2021-01-19,684785508294.63,157435623170.69,24352163946.51,11567578014.26,16035377878.57,13770390127.99,6672979934.87,10545185976.62,8679151864.70,9725495781.77,6791933280.33,5119433075.39,1176781698.18,4081369853.64,1963455223.98,2475250724.38,2228465699.31,3894963451.34,2711279477.01,2775903278.94,2261689811.25,2198728733.85,1322575983.52,2268860433.83,2168439980.50,2054570622.79,1933350088.25,1909060180.65,977405825.14,680021740.70,1284546194.64,447168987.38,665929866.83,1001937661.00,1555716387.46,1049675020.10,1744519353.15,1308689641.12,1163974715.80,922206010.82,1403896400.41,1820772843.35,1922186382.19,943602479.85,832326783.88,982972545.95,1130889506.00,930879257.02,1152940880.32,946526336.65,896164878.15,1354253608.70,670727634.06,691277081.49,1348225435.81,0.00,1114434323.55,429446636.96,611602933.66,754094681.43,445288017.43,663098810.85,380974879.37,424979880.85,383736221.10,433642113.94,485035275.52,555285182.31,564777071.63,522891537.85,565202710.95,286760657.84,480144079.51,418247912.04,255502899.84,535616068.41,72813011.17,246303949.17,483992669.30,337397208.57,283604988.69,445865274.36,145827757.29,348454414.48,318936664.91,230192338.48,242448558.78,428324533.83,303699951.19,171087265.66,223571604.31,318507409.47,309855028.92,183908147.50,200958963.09,255421209.50,354210497.52,,316335917.33,75345839.82
2021-01-20,654242201195.44,153081943201.48,24731495957.42,11127982470.01,15178454012.75,13203386481.49,6193104045.15,9799524578.04,8259682046.95,9228546988.81,6422440884.22,5223059983.75,1150566327.81,3924808622.27,1815409711.57,2310391460.70,2086989549.07,3705133963.41,2619260174.95,2709972862.21,2177348418.93,2108046104.56,1283987767.17,2151442447.35,2105502073.61,1980228413.28,2060515275.62,1805577337.82,923752889.56,638158829.20,1191221078.56,440362296.43,645693167.43,942427626.97,1513106761.41,1000977269.69,1644894472.78,1240121758.11,1101886137.97,841441836.82,1407710352.29,1761810826.38,1880716275.57,877620471.18,849661474.17,918629994.97,1052797897.24,900617229.59,1147489430.27,893181034.46,844837642.27,1426665026.05,621499433.70,700819941.06,1349967709.32,0.00,1012327652.26,399564053.35,617160729.52,702360333.26,419289842.24,631133944.53,369521555.13,406502810.89,393790063.44,626686693.74,450284333.56,507407666.07,552297586.71,513219990.87,523248398.58,284222096.51,448810026.03,404583760.35,238226030.49,613480409.37,70135474.82,239782538.13,529328448.63,325066894.12,267961742.30,457741809.14,140403539.55,321030340.81,315040774.96,225716002.72,239442598.39,391677155.27,332742264.50,158823017.17,213892169.17,294820443.46,385808835.92,174235427.06,200316297.50,234294527.90,345425480.73,,282883549.12,70646053.39
